InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Amount
INV100989,27153,Candle,2,2024-08-16,34.26,C00016,France,68.52
INV101757,69765,Candle,3,2024-04-06,10.38,C00360,France,31.14
INV100762,49071,Lipstick,2,2024-01-16,6.26,C00487,France,12.52
INV101848,79519,Bag,5,2024-10-05,27.55,C00326,EIRE,137.75
INV100400,19503,Brush,3,2024-05-14,8.26,C00194,France,24.78
INV100623,70703,Brush,3,2024-01-26,4.87,C00141,Germany,14.61
INV100766,74379,Bag,3,2024-12-17,31.88,C00108,Germany,95.64
INV101326,67866,Shirt,2,2024-01-12,8.5,C00303,Germany,17.0
INV100918,26905,Shirt,4,2024-03-12,50.17,C00265,EIRE,200.68
INV101230,55838,Bag,5,2024-05-12,37.73,C00447,France,188.64999999999998
INV101252,68279,Perfume,3,2024-04-15,38.63,C00290,Germany,115.89000000000001
INV100852,99489,Shoe,4,2024-08-07,30.53,C00209,Germany,122.12
INV101933,36806,Candle,5,2024-06-25,43.55,C00475,Germany,217.75
INV100577,55000,Shoe,5,2024-10-08,33.77,C00413,Germany,168.85000000000002
INV100074,32168,Candle,3,2024-05-12,19.45,C00165,United Kingdom,58.349999999999994
INV100434,80119,Bag,3,2024-01-22,8.01,C00427,France,24.03
INV100102,48714,Shirt,2,2024-09-25,44.82,C00342,France,89.64
INV101445,64093,Perfume,4,2024-06-09,37.73,C00371,EIRE,150.92
INV101727,65419,Shirt,4,2024-04-16,13.81,C00320,United Kingdom,55.24
INV100763,59145,Shoe,3,2024-10-05,1.8,C00152,EIRE,5.4
INV100737,87425,Shirt,5,2024-12-18,21.35,C00455,Germany,106.75
INV100805,87811,Bag,3,2024-08-22,2.04,C00290,EIRE,6.12
INV101329,12461,Perfume,5,2024-01-18,53.15,C00432,Germany,265.75
INV100097,24291,Shoe,5,2024-08-29,66.21,C00268,Germany,331.04999999999995
INV101873,56804,Perfume,3,2024-04-26,5.2,C00151,France,15.600000000000001
INV100797,86971,Brush,1,2024-10-12,23.56,C00207,France,23.56
INV101358,74946,Candle,4,2024-10-08,2.94,C00255,France,11.76
INV100858,94080,Shirt,5,2024-05-23,27.15,C00353,France,135.75
INV100434,71332,Perfume,5,2024-07-23,9.53,C00377,France,47.65
INV100446,87794,Lipstick,1,2024-02-08,23.85,C00141,United Kingdom,23.85
INV101331,40841,Brush,2,2024-06-02,10.33,C00343,France,20.66
INV100248,58758,Shirt,1,2024-06-24,4.15,C00358,EIRE,4.15
INV100165,86272,Candle,1,2024-08-28,11.42,C00096,Germany,11.42
INV101504,47643,Perfume,5,2024-05-13,3.39,C00429,France,16.95
INV100983,60408,Shoe,4,2024-02-15,18.2,C00370,United Kingdom,72.8
INV101358,53950,Candle,1,2024-02-19,1.84,C00227,EIRE,1.84
INV101019,66849,Lipstick,2,2024-06-14,15.99,C00193,EIRE,31.98
INV100541,38044,Perfume,3,2024-04-15,44.5,C00303,Germany,133.5
INV100758,25997,Towel,1,2024-08-03,37.39,C00314,EIRE,37.39
INV101129,89751,Towel,1,2024-05-25,43.87,C00493,EIRE,43.87
INV101586,33911,Bag,2,2024-03-12,52.03,C00389,EIRE,104.06
INV100080,65533,Shirt,4,2024-11-25,3.21,C00377,EIRE,12.84
INV100132,92566,Shoe,1,2024-09-29,3.76,C00461,United Kingdom,3.76
INV100796,24571,Bag,1,2024-09-03,17.28,C00118,Germany,17.28
INV100899,67941,Perfume,4,2024-07-04,45.88,C00005,France,183.52
INV100137,68005,Towel,2,2024-03-10,74.26,C00444,EIRE,148.52
INV100183,96250,Towel,1,2024-05-29,1.95,C00352,United Kingdom,1.95
INV101424,68712,Towel,4,2024-09-02,9.79,C00243,Germany,39.16
INV101353,53541,Perfume,1,2024-09-18,5.79,C00021,France,5.79
INV100784,33387,Towel,3,2024-01-26,29.21,C00152,Germany,87.63
INV101531,58908,Candle,5,2024-05-19,21.44,C00128,United Kingdom,107.2
INV101875,95457,Brush,3,2024-04-08,3.55,C00124,United Kingdom,10.649999999999999
INV100983,23057,Perfume,1,2024-10-04,14.21,C00146,United Kingdom,14.21
INV100068,74028,Shoe,2,2024-02-20,24.13,C00277,EIRE,48.26
INV100545,65731,Brush,5,2024-05-30,31.19,C00310,United Kingdom,155.95000000000002
INV101797,34858,Bag,3,2024-04-13,1.41,C00394,France,4.2299999999999995
INV100052,58689,Shoe,4,2024-03-29,45.23,C00152,EIRE,180.92
INV101473,54638,Brush,2,2024-05-20,17.85,C00360,Germany,35.7
INV100204,56486,Lipstick,3,2024-07-31,34.42,C00111,France,103.26
INV100125,30567,Towel,4,2024-08-20,34.0,C00469,EIRE,136.0
INV101770,39739,Lipstick,1,2024-07-01,5.21,C00473,United Kingdom,5.21
INV100042,67804,Shirt,4,2024-09-07,3.33,C00116,Germany,13.32
INV101775,13754,Shirt,3,2024-01-09,26.55,C00188,United Kingdom,79.65
INV101994,37044,Brush,3,2024-03-19,4.4,C00057,France,13.200000000000001
INV101906,77260,Lipstick,1,2024-02-21,38.93,C00251,France,38.93
INV100110,76912,Perfume,4,2024-09-25,26.91,C00384,EIRE,107.64
INV100760,18706,Shoe,4,2024-08-13,37.88,C00407,France,151.52
INV101686,18894,Lipstick,1,2024-02-20,8.11,C00150,Germany,8.11
INV101206,28037,Shirt,4,2024-07-04,8.61,C00452,EIRE,34.44
INV100847,93986,Lipstick,1,2024-02-03,23.25,C00162,Germany,23.25
INV100094,91942,Perfume,2,2024-10-17,1.64,C00120,United Kingdom,3.28
INV101994,61612,Lipstick,3,2024-08-17,26.93,C00070,Germany,80.78999999999999
INV101397,39725,Shoe,2,2024-05-10,37.13,C00412,Germany,74.26
INV101935,15926,Bag,5,2024-04-29,11.73,C00351,France,58.650000000000006
INV101543,19496,Perfume,5,2024-11-21,29.95,C00099,United Kingdom,149.75
INV100899,66447,Shirt,5,2024-09-03,4.84,C00167,France,24.2
INV100359,39806,Shoe,1,2024-07-10,8.78,C00298,United Kingdom,8.78
INV100899,98199,Lipstick,4,2024-11-18,74.23,C00151,United Kingdom,296.92
INV101719,51321,Lipstick,2,2024-07-28,86.85,C00326,Germany,173.7
INV100280,75095,Bag,2,2024-04-12,15.37,C00464,France,30.74
INV101218,32656,Shirt,2,2024-11-24,55.44,C00002,Germany,110.88
INV101887,65147,Shirt,2,2024-05-12,15.79,C00152,Germany,31.58
INV101218,59666,Candle,5,2024-11-18,7.89,C00401,Germany,39.449999999999996
INV100666,92368,Shirt,2,2024-05-18,7.21,C00365,United Kingdom,14.42
INV100092,48787,Bag,4,2024-04-30,54.04,C00065,France,216.16
INV100671,72946,Towel,5,2024-04-03,4.79,C00326,France,23.95
INV101969,31727,Candle,2,2024-05-08,18.33,C00069,Germany,36.66
INV100060,78056,Candle,1,2024-03-31,17.22,C00121,United Kingdom,17.22
INV100633,13081,Lipstick,3,2024-04-01,27.91,C00109,France,83.73
INV101074,44196,Lipstick,3,2024-03-03,14.83,C00316,EIRE,44.49
INV101426,46735,Shirt,3,2024-01-29,7.36,C00247,France,22.080000000000002
INV101812,90102,Candle,5,2024-07-28,4.71,C00434,Germany,23.55
INV101028,89578,Brush,2,2024-01-12,20.39,C00093,EIRE,40.78
INV101489,35498,Lipstick,5,2024-11-28,26.39,C00268,United Kingdom,131.95
INV100603,86865,Bag,4,2024-10-23,17.86,C00103,EIRE,71.44
INV100681,41656,Brush,1,2024-05-09,27.82,C00431,EIRE,27.82
INV101852,77695,Lipstick,1,2024-10-19,4.05,C00451,Germany,4.05
INV100533,47900,Perfume,3,2024-06-21,43.82,C00112,France,131.46
INV101428,94899,Perfume,3,2024-07-26,18.46,C00321,United Kingdom,55.38
INV100837,57701,Lipstick,3,2024-01-24,3.71,C00411,EIRE,11.129999999999999
INV101536,29033,Candle,2,2024-04-08,13.4,C00304,Germany,26.8
INV100644,20805,Towel,4,2024-12-21,38.26,C00344,France,153.04
INV100232,45851,Towel,4,2024-05-18,46.57,C00062,EIRE,186.28
INV100523,36832,Candle,4,2024-11-09,7.15,C00300,Germany,28.6
INV100345,73437,Shoe,4,2024-06-22,25.84,C00403,Germany,103.36
INV101069,23944,Towel,3,2024-01-29,3.11,C00443,Germany,9.33
INV100545,29873,Perfume,1,2024-05-22,1.68,C00136,United Kingdom,1.68
INV101968,50372,Bag,3,2024-11-11,17.44,C00055,France,52.32000000000001
INV101101,99464,Candle,4,2024-12-16,24.74,C00108,EIRE,98.96
INV101753,25379,Shirt,3,2024-02-11,32.77,C00303,France,98.31
INV101836,46751,Perfume,4,2024-10-25,9.32,C00258,France,37.28
INV101946,99822,Bag,5,2024-07-26,1.13,C00253,EIRE,5.6499999999999995
INV101096,15110,Bag,1,2024-11-25,14.06,C00222,France,14.06
INV100793,64341,Candle,5,2024-07-10,1.32,C00478,United Kingdom,6.6000000000000005
INV100248,22087,Bag,2,2024-06-08,2.93,C00369,EIRE,5.86
INV100046,33762,Candle,3,2024-03-04,8.91,C00167,EIRE,26.73
INV101144,92617,Towel,2,2024-08-30,12.5,C00429,Germany,25.0
INV100213,19596,Lipstick,3,2024-09-14,7.56,C00160,France,22.68
INV100238,28313,Perfume,5,2024-05-31,18.44,C00449,EIRE,92.2
INV101079,76549,Shoe,4,2024-08-02,2.14,C00166,EIRE,8.56
INV100349,33705,Lipstick,4,2024-11-17,4.12,C00205,United Kingdom,16.48
INV100106,77364,Perfume,3,2024-06-14,24.77,C00267,Germany,74.31
INV100830,83445,Candle,4,2024-01-31,4.07,C00138,EIRE,16.28
INV100047,88645,Perfume,5,2024-08-19,21.42,C00368,United Kingdom,107.10000000000001
INV101596,12023,Towel,4,2024-10-08,2.12,C00443,EIRE,8.48
INV100336,69796,Candle,5,2024-01-29,11.46,C00346,EIRE,57.300000000000004
INV101049,90073,Lipstick,2,2024-07-13,4.91,C00248,EIRE,9.82
INV100803,74429,Shirt,5,2024-11-29,3.32,C00055,United Kingdom,16.599999999999998
INV101280,71627,Shirt,1,2024-09-12,17.74,C00404,France,17.74
INV100007,43848,Brush,1,2024-10-07,53.72,C00209,EIRE,53.72
INV100624,47804,Brush,1,2024-10-30,2.13,C00017,EIRE,2.13
INV101890,25379,Perfume,3,2024-11-16,11.95,C00068,France,35.849999999999994
INV101276,69664,Shirt,3,2024-11-18,25.59,C00133,EIRE,76.77
INV101715,37766,Candle,3,2024-12-11,13.42,C00188,Germany,40.26
INV100718,78099,Bag,5,2024-10-20,33.85,C00407,EIRE,169.25
INV100302,46060,Candle,3,2024-03-27,4.96,C00430,Germany,14.879999999999999
INV100638,79122,Bag,2,2024-05-28,65.18,C00308,France,130.36
INV100055,26087,Lipstick,1,2024-09-05,10.73,C00138,United Kingdom,10.73
INV100725,58868,Shoe,5,2024-11-16,9.36,C00174,France,46.8
INV100525,33225,Bag,1,2024-10-09,42.53,C00412,EIRE,42.53
INV100473,16643,Shirt,3,2024-12-27,17.6,C00097,Germany,52.800000000000004
INV100027,46727,Candle,5,2024-07-16,15.53,C00171,United Kingdom,77.64999999999999
INV100077,21005,Lipstick,4,2024-02-13,26.96,C00154,EIRE,107.84
INV101239,75697,Shirt,2,2024-12-21,18.34,C00183,United Kingdom,36.68
INV101409,26029,Lipstick,3,2024-01-28,4.55,C00242,United Kingdom,13.649999999999999
INV100364,24226,Shoe,3,2024-01-17,23.43,C00304,EIRE,70.28999999999999
INV100665,73646,Towel,2,2024-05-06,3.87,C00285,France,7.74
INV100525,70603,Candle,2,2024-06-16,33.78,C00027,EIRE,67.56
INV100698,38731,Perfume,4,2024-08-31,92.58,C00402,EIRE,370.32
INV101335,78926,Candle,3,2024-03-16,10.48,C00360,France,31.44
INV100882,15997,Brush,3,2024-08-18,12.77,C00060,Germany,38.31
INV101030,65506,Shoe,1,2024-07-22,1.95,C00202,EIRE,1.95
INV101026,88229,Candle,5,2024-09-04,1.28,C00250,United Kingdom,6.4
INV101646,59815,Brush,5,2024-10-28,51.87,C00362,EIRE,259.34999999999997
INV100918,52092,Perfume,1,2024-08-01,3.75,C00069,EIRE,3.75
INV100749,72539,Bag,5,2024-08-02,12.8,C00458,United Kingdom,64.0
INV100362,76077,Lipstick,2,2024-06-06,34.79,C00370,France,69.58
INV101774,31817,Perfume,5,2024-03-09,45.02,C00021,Germany,225.10000000000002
INV101531,47861,Shirt,5,2024-03-25,15.65,C00152,Germany,78.25
INV101297,23428,Shoe,1,2024-09-23,17.65,C00102,United Kingdom,17.65
INV101529,53934,Bag,4,2024-03-09,23.15,C00387,France,92.6
INV100805,20258,Shirt,5,2024-04-08,66.08,C00488,EIRE,330.4
INV100738,67775,Shirt,5,2024-12-12,19.46,C00095,EIRE,97.30000000000001
INV101906,91580,Shoe,4,2024-08-03,17.4,C00446,EIRE,69.6
INV101038,15469,Bag,1,2024-06-09,1.29,C00361,EIRE,1.29
INV101215,38854,Towel,4,2024-04-03,2.69,C00229,EIRE,10.76
INV101654,16256,Shirt,1,2024-06-22,18.22,C00125,United Kingdom,18.22
INV100484,86256,Shirt,2,2024-06-13,56.05,C00258,EIRE,112.1
INV100027,43937,Bag,1,2024-04-24,41.3,C00322,EIRE,41.3
INV100713,11651,Candle,2,2024-08-07,82.0,C00487,France,164.0
INV101062,60288,Shirt,2,2024-01-31,16.01,C00369,EIRE,32.02
INV101976,94730,Lipstick,1,2024-01-11,32.02,C00426,Germany,32.02
INV101296,35051,Bag,3,2024-12-08,37.7,C00236,United Kingdom,113.10000000000001
INV101254,37386,Shirt,1,2024-05-09,21.88,C00162,United Kingdom,21.88
INV100085,85054,Shoe,5,2024-04-14,9.27,C00042,United Kingdom,46.349999999999994
INV101497,26184,Perfume,5,2024-01-27,13.7,C00276,Germany,68.5
INV100125,43787,Lipstick,3,2024-08-14,40.03,C00353,EIRE,120.09
INV100811,31621,Brush,2,2024-01-02,8.09,C00068,United Kingdom,16.18
INV100536,85564,Brush,3,2024-12-24,52.47,C00173,Germany,157.41
INV100144,87984,Perfume,5,2024-04-10,6.22,C00492,France,31.099999999999998
INV101548,69792,Brush,3,2024-01-21,28.69,C00331,EIRE,86.07000000000001
INV101235,55253,Perfume,1,2024-02-27,20.92,C00125,Germany,20.92
INV100024,44051,Shirt,3,2024-06-28,28.69,C00170,EIRE,86.07000000000001
INV101603,59811,Lipstick,2,2024-12-06,12.5,C00047,France,25.0
INV101417,40447,Lipstick,1,2024-12-14,54.95,C00261,Germany,54.95
INV100066,93930,Candle,4,2024-01-20,21.02,C00217,EIRE,84.08
INV100232,40254,Perfume,5,2024-09-11,7.8,C00305,Germany,39.0
INV100108,94045,Lipstick,5,2024-11-12,21.35,C00124,United Kingdom,106.75
INV101169,67418,Candle,3,2024-02-07,7.76,C00293,EIRE,23.28
INV100110,24472,Bag,1,2024-05-27,7.95,C00162,Germany,7.95
INV100227,13471,Candle,4,2024-01-25,11.2,C00201,United Kingdom,44.8
INV100110,18329,Shoe,1,2024-04-30,39.27,C00454,France,39.27
INV101493,44865,Towel,5,2024-01-26,14.87,C00402,EIRE,74.35
INV100033,56850,Shirt,1,2024-06-17,23.72,C00462,EIRE,23.72
INV100622,64220,Bag,4,2024-11-18,10.95,C00275,France,43.8
INV101799,16397,Towel,3,2024-08-12,7.12,C00206,United Kingdom,21.36
INV101959,45525,Towel,2,2024-01-01,62.86,C00040,France,125.72
INV101392,63072,Bag,1,2024-11-02,19.51,C00273,EIRE,19.51
INV100747,93820,Shoe,2,2024-09-17,55.35,C00188,Germany,110.7
INV100594,94530,Candle,5,2024-01-13,5.55,C00355,United Kingdom,27.75
INV101577,33284,Shirt,3,2024-02-17,4.18,C00093,United Kingdom,12.54
INV100424,71330,Candle,3,2024-11-08,39.73,C00042,United Kingdom,119.19
INV100612,93369,Lipstick,1,2024-10-17,23.85,C00465,France,23.85
INV101541,35122,Candle,3,2024-11-27,5.13,C00379,France,15.39
INV100691,80553,Brush,1,2024-04-03,7.28,C00107,Germany,7.28
INV101305,91906,Bag,1,2024-09-17,33.26,C00328,Germany,33.26
INV101343,72812,Shirt,2,2024-10-04,13.1,C00065,United Kingdom,26.2
INV101761,17999,Candle,3,2024-12-24,23.21,C00365,Germany,69.63
INV101466,32436,Shirt,1,2024-07-23,8.66,C00309,France,8.66
INV101975,52963,Shirt,2,2024-07-03,10.6,C00484,Germany,21.2
INV100314,12096,Lipstick,4,2024-06-23,94.58,C00135,France,378.32
INV100876,35279,Lipstick,2,2024-11-04,6.69,C00494,Germany,13.38
INV101989,36201,Bag,2,2024-03-09,15.12,C00389,EIRE,30.24
INV101764,29715,Shoe,1,2024-04-13,38.21,C00024,France,38.21
INV101400,39309,Brush,5,2024-09-02,6.47,C00028,EIRE,32.35
INV101312,25078,Towel,5,2024-06-09,11.73,C00062,France,58.650000000000006
INV101460,66614,Shirt,5,2024-07-18,20.09,C00491,Germany,100.45
INV100661,15105,Shoe,2,2024-08-03,14.12,C00273,EIRE,28.24
INV100276,12839,Towel,1,2024-07-30,13.31,C00229,Germany,13.31
INV101733,78920,Towel,3,2024-01-16,10.0,C00020,France,30.0
INV101605,53619,Brush,2,2024-11-27,18.67,C00003,EIRE,37.34
INV101526,52821,Bag,2,2024-07-23,20.58,C00421,United Kingdom,41.16
INV100623,23493,Towel,1,2024-12-30,22.19,C00218,Germany,22.19
INV100515,27069,Brush,4,2024-02-08,2.46,C00399,France,9.84
INV101373,17531,Towel,2,2024-03-29,20.94,C00307,EIRE,41.88
INV100842,47051,Shirt,4,2024-09-12,62.25,C00432,Germany,249.0
INV101469,17736,Shirt,4,2024-09-10,16.57,C00136,EIRE,66.28
INV101853,17710,Perfume,5,2024-08-03,26.12,C00397,Germany,130.6
INV100349,77155,Shoe,1,2024-10-29,17.27,C00432,Germany,17.27
INV101630,23975,Candle,4,2024-06-20,39.58,C00003,Germany,158.32
INV101687,72424,Brush,1,2024-05-16,54.07,C00193,EIRE,54.07
INV100822,55603,Lipstick,5,2024-06-26,5.07,C00073,EIRE,25.35
INV101160,33252,Brush,1,2024-03-17,12.48,C00415,Germany,12.48
INV100758,90797,Candle,2,2024-07-06,10.96,C00361,United Kingdom,21.92
INV100898,11431,Shoe,4,2024-01-15,11.39,C00118,United Kingdom,45.56
INV100242,84603,Lipstick,1,2024-10-18,3.68,C00154,United Kingdom,3.68
INV100542,47481,Candle,3,2024-11-14,34.6,C00209,France,103.80000000000001
INV101063,19557,Perfume,1,2024-11-20,1.73,C00440,United Kingdom,1.73
INV100228,84971,Lipstick,4,2024-08-01,16.03,C00034,EIRE,64.12
INV100547,10162,Shirt,5,2024-07-26,22.69,C00137,United Kingdom,113.45
INV100919,44742,Candle,5,2024-06-17,5.65,C00318,EIRE,28.25
INV101246,29675,Brush,4,2024-11-25,48.26,C00120,France,193.04
INV100005,83997,Lipstick,2,2024-10-06,37.47,C00115,EIRE,74.94
INV101345,27015,Perfume,2,2024-10-31,13.74,C00013,EIRE,27.48
INV100467,60057,Brush,5,2024-05-25,11.59,C00069,EIRE,57.95
INV101755,42591,Towel,5,2024-09-19,6.4,C00425,United Kingdom,32.0
INV100074,19833,Lipstick,4,2024-01-04,27.19,C00333,Germany,108.76
INV100003,17896,Lipstick,2,2024-03-30,3.83,C00257,EIRE,7.66
INV101870,42972,Perfume,5,2024-02-29,23.8,C00089,United Kingdom,119.0
INV100645,59733,Towel,2,2024-11-06,37.96,C00047,United Kingdom,75.92
INV100117,51800,Candle,5,2024-01-16,6.19,C00260,United Kingdom,30.950000000000003
INV100880,15347,Bag,1,2024-08-14,41.26,C00228,Germany,41.26
INV101629,69063,Candle,3,2024-01-29,1.68,C00447,Germany,5.04
INV100503,12643,Towel,1,2024-05-30,49.79,C00180,Germany,49.79
INV100946,50785,Shoe,5,2024-09-01,3.52,C00010,Germany,17.6
INV100573,28681,Brush,3,2024-09-26,21.76,C00284,France,65.28
INV101464,60026,Perfume,3,2024-03-19,6.76,C00377,Germany,20.28
INV100193,25892,Candle,5,2024-10-15,37.23,C00126,Germany,186.14999999999998
INV100846,57299,Lipstick,5,2024-06-01,15.36,C00134,Germany,76.8
INV100714,27073,Perfume,2,2024-10-03,3.91,C00155,EIRE,7.82
INV101415,40682,Shirt,5,2024-10-05,17.93,C00248,EIRE,89.65
INV101049,24289,Towel,4,2024-02-26,11.48,C00140,Germany,45.92
INV101458,17927,Brush,5,2024-07-04,22.66,C00318,France,113.3
INV100172,58330,Candle,4,2024-04-02,43.73,C00436,EIRE,174.92
INV101323,76707,Perfume,5,2024-10-02,11.53,C00176,United Kingdom,57.65
INV101668,87454,Brush,2,2024-06-06,7.85,C00323,EIRE,15.7
INV100325,75428,Candle,4,2024-10-01,1.29,C00174,United Kingdom,5.16
INV101433,60601,Perfume,1,2024-06-29,18.11,C00481,EIRE,18.11
INV101141,87465,Lipstick,4,2024-12-24,11.29,C00074,Germany,45.16
INV100835,12539,Shirt,2,2024-03-17,10.39,C00351,EIRE,20.78
INV101810,32669,Shirt,4,2024-05-30,5.04,C00143,Germany,20.16
INV100723,80968,Shoe,5,2024-08-25,12.24,C00455,Germany,61.2
INV100224,30644,Perfume,5,2024-10-15,84.26,C00292,EIRE,421.3
INV100531,28745,Candle,2,2024-08-18,8.07,C00398,United Kingdom,16.14
INV100112,38228,Shirt,3,2024-01-18,19.31,C00112,United Kingdom,57.92999999999999
INV100139,44521,Towel,5,2024-03-13,30.97,C00206,EIRE,154.85
INV100558,36928,Shirt,1,2024-07-07,28.66,C00131,Germany,28.66
INV100000,28322,Bag,2,2024-01-17,8.97,C00369,United Kingdom,17.94
INV100089,67714,Bag,4,2024-01-19,19.88,C00110,France,79.52
INV100653,97896,Shirt,4,2024-08-06,42.0,C00370,Germany,168.0
INV100319,72292,Perfume,1,2024-11-21,1.31,C00067,EIRE,1.31
INV101573,39055,Shoe,5,2024-04-29,12.44,C00382,Germany,62.199999999999996
INV101828,52891,Shirt,2,2024-04-10,6.08,C00086,France,12.16
INV101917,91912,Lipstick,1,2024-02-03,10.84,C00275,France,10.84
INV100138,16588,Brush,5,2024-03-24,11.76,C00227,United Kingdom,58.8
INV101534,16304,Candle,2,2024-07-14,28.46,C00460,France,56.92
INV101891,17345,Shoe,4,2024-11-25,2.97,C00438,Germany,11.88
INV100844,39300,Lipstick,2,2024-07-20,15.37,C00325,United Kingdom,30.74
INV100258,34259,Shoe,3,2024-12-09,17.61,C00010,France,52.83
INV101696,98553,Lipstick,2,2024-12-06,14.63,C00489,United Kingdom,29.26
INV100901,25352,Candle,3,2024-01-11,27.33,C00417,United Kingdom,81.99
INV100689,43365,Candle,2,2024-12-12,10.68,C00397,EIRE,21.36
INV100009,29446,Bag,3,2024-08-05,59.0,C00384,United Kingdom,177.0
INV100260,12336,Perfume,4,2024-09-09,14.15,C00355,United Kingdom,56.6
INV101942,72032,Lipstick,5,2024-08-09,17.94,C00435,France,89.7
INV101673,85415,Brush,3,2024-03-20,35.92,C00288,Germany,107.76
INV100171,17521,Bag,3,2024-01-07,7.44,C00459,Germany,22.32
INV100897,81707,Lipstick,4,2024-09-28,2.56,C00112,France,10.24
INV100012,33481,Bag,3,2024-08-14,25.61,C00486,Germany,76.83
INV101191,28474,Candle,1,2024-01-16,14.19,C00024,United Kingdom,14.19
INV101665,56760,Shoe,4,2024-01-12,46.36,C00291,EIRE,185.44
INV101619,65718,Towel,1,2024-10-17,82.12,C00339,United Kingdom,82.12
INV100320,54629,Bag,4,2024-08-28,11.19,C00326,United Kingdom,44.76
INV101342,55232,Lipstick,3,2024-01-21,11.74,C00168,EIRE,35.22
INV101636,96544,Lipstick,1,2024-06-26,11.48,C00438,France,11.48
INV100328,77169,Towel,3,2024-08-15,8.85,C00109,United Kingdom,26.549999999999997
INV100784,60669,Perfume,4,2024-09-29,31.44,C00428,United Kingdom,125.76
INV100776,88021,Brush,3,2024-10-14,29.46,C00190,France,88.38
INV101994,79184,Candle,1,2024-10-23,14.03,C00490,United Kingdom,14.03
INV100910,57945,Lipstick,1,2024-05-13,1.91,C00355,United Kingdom,1.91
INV101943,23140,Shirt,3,2024-10-09,8.41,C00196,Germany,25.23
INV101573,93457,Shoe,2,2024-06-01,7.91,C00033,France,15.82
INV101442,24357,Bag,4,2024-03-06,34.33,C00205,United Kingdom,137.32
INV101629,78673,Perfume,4,2024-05-16,2.83,C00312,United Kingdom,11.32
INV101118,75633,Brush,3,2024-04-01,33.76,C00420,EIRE,101.28
INV101840,86943,Towel,2,2024-11-12,23.12,C00182,EIRE,46.24
INV101604,88258,Shoe,1,2024-09-15,27.37,C00491,EIRE,27.37
INV100317,22924,Candle,5,2024-04-12,12.32,C00147,United Kingdom,61.6
INV101979,79286,Perfume,5,2024-02-24,23.77,C00427,United Kingdom,118.85
INV100235,84071,Brush,3,2024-09-13,19.78,C00268,EIRE,59.34
INV101969,67326,Bag,2,2024-04-10,30.31,C00011,Germany,60.62
INV100333,40651,Bag,2,2024-07-16,12.84,C00070,Germany,25.68
INV101908,80202,Towel,4,2024-10-27,13.8,C00256,Germany,55.2
INV100375,58777,Shirt,1,2024-08-13,21.63,C00396,Germany,21.63
INV101482,26994,Towel,2,2024-08-24,3.29,C00219,France,6.58
INV101160,77263,Candle,5,2024-01-26,12.46,C00297,EIRE,62.300000000000004
INV101953,69634,Perfume,1,2024-04-30,72.48,C00409,United Kingdom,72.48
INV100587,20800,Perfume,1,2024-06-30,1.77,C00362,EIRE,1.77
INV101570,47823,Lipstick,3,2024-07-17,8.6,C00259,Germany,25.799999999999997
INV100512,73878,Shirt,2,2024-10-28,8.54,C00003,United Kingdom,17.08
INV101319,28708,Shirt,3,2024-09-11,21.07,C00084,France,63.21
INV101343,22819,Perfume,2,2024-05-01,3.24,C00156,EIRE,6.48
INV100917,84905,Perfume,4,2024-01-31,20.81,C00151,United Kingdom,83.24
INV101595,73870,Shoe,3,2024-11-10,3.0,C00176,United Kingdom,9.0
INV101855,19283,Brush,3,2024-10-11,3.0,C00195,Germany,9.0
INV101372,40573,Shoe,5,2024-04-15,27.05,C00426,Germany,135.25
INV101863,88707,Shoe,3,2024-08-11,8.84,C00472,EIRE,26.52
INV101802,40933,Shirt,2,2024-09-29,76.82,C00107,France,153.64
INV100872,15774,Lipstick,5,2024-08-19,1.76,C00424,United Kingdom,8.8
INV101252,82055,Bag,3,2024-09-12,12.78,C00134,Germany,38.339999999999996
INV100269,20983,Shoe,3,2024-01-24,3.4,C00276,EIRE,10.2
INV101851,28133,Lipstick,4,2024-04-18,9.66,C00395,Germany,38.64
INV100797,24939,Towel,3,2024-07-09,127.65,C00352,EIRE,382.95000000000005
INV101314,10781,Candle,1,2024-12-12,44.94,C00380,Germany,44.94
INV100724,66700,Shoe,5,2024-01-25,1.99,C00155,France,9.95
INV101188,37624,Towel,1,2024-07-05,17.57,C00277,United Kingdom,17.57
INV100004,16823,Bag,5,2024-10-14,21.87,C00236,Germany,109.35000000000001
INV100850,28489,Candle,4,2024-04-25,5.7,C00240,United Kingdom,22.8
INV101402,49961,Candle,3,2024-12-03,4.14,C00370,EIRE,12.419999999999998
INV100077,39118,Bag,3,2024-02-06,47.95,C00013,France,143.85000000000002
INV101433,91816,Shoe,3,2024-10-08,70.36,C00342,United Kingdom,211.07999999999998
INV100573,32263,Shirt,5,2024-05-16,97.3,C00035,Germany,486.5
INV100131,23565,Bag,3,2024-08-14,32.19,C00047,United Kingdom,96.57
INV100600,30354,Bag,1,2024-11-15,22.78,C00214,United Kingdom,22.78
INV101772,52951,Bag,3,2024-11-23,9.48,C00412,EIRE,28.44
INV101065,33648,Candle,4,2024-06-30,4.76,C00405,France,19.04
INV100088,60729,Brush,1,2024-12-27,2.65,C00494,France,2.65
INV100401,51971,Lipstick,3,2024-03-26,24.64,C00146,United Kingdom,73.92
INV100295,28658,Towel,3,2024-02-22,31.72,C00159,United Kingdom,95.16
